EdgeRTUId,RTUCode,EdgeRTUName,StationCode,StationName,RegionCode,RegionName,OrgCode,OrgName,DeviceId,DeviceCode,DeviceRole,SensorCode,SensorName,DataUnitCode,SuggestedBmsPointKey,DataKey
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,47,PUMP-M-000000011,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,21,AIRSP1051M-000000005,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,21,AIRSP1051M-000000005,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,21,AIRSP1051M-000000005,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,21,AIRSP1051M-000000005,solar_edge_controller,TS,TimeStamp,NA,ts,ts
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,IB,IB,A,current_a,s07_r01
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,IR,IR,A,current_a,s05_r01
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,IY,IY,A,current_a,s06_r01
6,861736076116638,Bilsi I,CBBILSI1,Bilsi,CB,Cooch Behar,PHEWB,Public Health Engineering,20,MFM-000000005,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
